上	IdA.IdA	i:ida
𥙆	WsSZZs.WsZZ	wszz
𥙇	WsWdRr.WsWR	wswr
𥙈	WsYybXs.WsYX	wsyx
𥙉	WsZsJ.WsZJ	wszj
𥙊	XsBk.XsBk	xsbk
𥙋	WsZiZi.WsZZ	wszz
𥙌	BkA㇉IM.BkIM	bkim
𥙎	WsPdRh.WsPR	wspr
𥙏	AIdNdLlOdI.AIOI	aioi:akoi
𥙐	WsPdAJ.WsAJ	wsaj
𥙑	WsKoGr.WsKG	wskg
𥙒	WsZBZs.WsBZ	wsbz:wszz
𥙓	WsZLd.WsZL	wslz:wszl
𥙔	WsWdZm.WsWZ	wswz
𥙕	WsBmRr.WsBR	wsbr
𥙖	WsEaO.WsEO	wseo
𥙗	WsGdJ.WsGJ	wsgj
𥙘	WsFj.WsFj	wsfj
𥙙	WsJLi.WsJL	wsjl
𥙚	WsMaPd.WsMP	wsmp
𥙜	WsNGr.WsNG	wsng
𥙝	BkMbRd.BkMR	bkmr
𥙞	WsBB.WsBB	wsbb
𥙟	WsCe.WsCe	wsce
𥙠	WsAPda.WsAP	wsap
𥙡	WsMaQS.WsQS	wsqs
𥙢	WsMY.WsMY	wsmy:wsnx
𥙣	WsRyK.WsRK	wsrk
𥙤	WsSYybHd.WsYH	wsyh
𥙦	ZmJBk.ZmJB	zmjb
𥙧	WsZRKo.WsRK	wskz:wsrk
𥙨	WsQdF.WsQF	wsqf
𥙩	WsZZsOd.WsZO	wsoz:wszo
𥙪	WsZUb.WsZU	wsuz:wszu
𥙫	WsFd.WsFd	wsfd
𥙬	WsKoQ.WsKQ	wskq
𥙭	WsFB.WsFB	wsfb
𥙮	WsGq.WsGq	wsgq
𥙯	WsYMEdJ.WsEJ	wsej
𥙰	WsMyB.WsMB	wsmb
𥙱	WsRhJ.WsRJ	wsrj
𥙲	WsKvB.WsKB	wskb
𥙳	AIdNdFb.AINF	ainf:akfb
𥙴	WsAKOs.WsKO	wsko
𥙵	WsRJRd.WsJR	wsjr
𥙶	WsEAEd.WsAE	wsae
𥙷	WsFb.WsFb	wsfb
𥙹	WsDVS.WsVS	wsvs
𥙺	WsIiKo.WsIK	wsik
𥙻	WsWwOdJ.WsOJ	wsoj
𥙼	BkBNdO.BkNO	bkno
𥙽	WsBdIOdOd.WsOO	wsoo
𥙾	WsMfYM.WsYM	wsym
𥙿	WsOOJ.WsOJ	wsoj
𥚀	WsPvYa.WsPY	wspy
𥚁	WsYMEdJ.WsEJ	wsej
𥚂	WsZsORs.WsOR	wsor
𥚃	WsKB.WsKB	wskb
𥚄	WsZAJOs.WsJO	wsjo:wsoz
𥚅	WsZCe.WsZC	wscz:wszc
𥚆	WsYdSWz.WsSW	wssw
𥚇	WsZMi.WsZM	wsmz:wszm
𥚈	WsKiANd.WsAN	wsan
𥚉	WsZdKi.WsZK	wszk
𥚊	WsBRdB.WsRB	wsob:wsrb
𥚋	ZiZiBkGr.ZiBG	zibg
𥚌	AIdNdKF.AIKF	aikf:akkf
𥚍	WsXmRyJ.WsRJ	wsrj
𥚎	WsWdBk.WsWB	wswb
𥚏	WsTgXOd.WsXO	wsxo
𥚐	WsWzMB.WsMB	wsmb
𥚑	WsXmEdJ.WsEJ	wsej
𥚒	WsFOdOd.WsOO	wsoo
𥚓	WsGdUdBdZ.WsBZ	wsbz
𥚔	WsIdAKoXs.WsKX	wskx
𥚕	WsKK.WsKK	wskk
𥚖	WsPvF.WsPF	wspf
𥚗	WsOdALd.WsAL	wsal
𥚘	UaZiKdBk.UaKB	uakb
𥚙	WsGdEdE.WsEE	wsee
𥚚	WsIh.WsIh	wsih
𥚛	WsKRrRr.WsRR	wsrr
𥚜	WsKAYz.WsAY	wsay
𥚝	WsZJQ.WsJQ	wsjq:wszq
𥚞	WsNb.WsNb	wsnb
𥚟	WsMLdEdJ.WsEJ	wsej
𥚠	WsSJYa.WsJY	wsjy
𥚡	UoUoBk.UoUB	uoub
𥚢	ZiZiWdBk.ZiWB	ziwb
𥚣	WsYMBJ.WsBJ	wsbj
𥚤	WsZOdMf.WsOM	wsmz:wsom
𥚥	WsZMfKd.WsMK	wskz:wsmk
𥚦	WsRGgMa.WsGM	wsgm
𥚧	WsBJU.WsJU	wsju
𥚨	WsGdBiQ.WsBQ	wsbq
𥚩	WsXIiQ.WsIQ	wsiq
𥚫	WsOdAJE.WsJE	wsje
𥚬	WsRyMaAIi.WsAI	wsai:wsei:wsmi
𥚭	WsTdRoJ.WsRJ	wsrj
𥚮	WsEcZ.WsEZ	wsez
𥚯	WsZKRyOd.WsRO	wsoz:wsro
𥚰	WsWdRsJ.WsRJ	wsrj
𥚱	WsSuK.WsSK	wssk
𥚲	WsFJKd.WsJK	wsjk
𥚳	WsGiLdB.WsLB	wslb
𥚴	WsGo.WsGo	wsgo
𥚵	WsXmL.WsXL	wsxl
𥚶	WsJCe.WsJC	wsjc
𥚷	WsKiQ.WsKQ	wskq
𥚸	WsKiH.WsKH	wskh
𥚹	WsWmLd.WsWL	wswl
𥚺	WsRrRrNk.WsRN	wsrn
𥚻	WsLlGl.WsLG	wslg
𥚼	WsLdCs.WsLC	wslc
𥚽	WsMJdEdJ.WsEJ	wsej
𥚾	WsOsZiORs.WsOR	wsor
𥚿	WsUbZm.WsUZ	wsuz
𥛀	WsXbWWOXs.WsOX	wsox:wsrx
𥛁	ZiZiBkYia.ZiBY	ziby
𥛂	WsGdJQ.WsJQ	wsjq
𥛄	WsEdLcM.WsLM	wslm
𥛅	WsRhYmKi.WsYK	wsyk
𥛆	WsXAWwLiXs.WsLX	wslx
𥛇	WsYzBiBi.WsBB	wsbb
𥛉	WsZMdACi.WsAC	wsac:wscz
𥛊	WsWmYtYt.WsYY	wsyy
𥛋	WsXsXsXsF.WsXF	wsxf
𥛌	WsBiLo.WsBL	wsbl
𥛍	WsJLo.WsJL	wsjl
𥛎	WsPvZZsGd.WsZG	wszg
𥛏	WsMaEc.WsME	wsme
𥛐	WsBZsLka.WsZL	wszl
𥛑	WsGhDs.WsGD	wsgd
𥛒	WsGdJLd.WsJL	wsjl
𥛓	IdABkOdaBk.IdOB	idob
𥛔	WsLw.WsLw	wslw
𥛕	WsPdIhOd.WsIO	wsio
𥛖	BkNcDs.BkND	bknd
𥛗	WsPvNb.WsPN	wspn
𥛘	WsKEBi.WsEB	wseb
𥛙	WsMaKARyOd.WsRO	wsro
𥛚	WsSULd.WsUL	wsul
𥛛	WwFjBBk.WwBB	wwbb
𥛜	WsIhLc.WsIL	wsil
𥛝	WsWRsCi.WsRC	wsrc
𥛞	WsTx.WsTx	wstx
𥛟	WsPvLr.WsPL	wspl
𥛠	AIdNdRyKKA.AIKA	aika:akka
𥛡	WsIiJdOsSB.WsSB	wssb
𥛢	WsLlWdBk.WsWB	wswb
𥛣	WsEaWwLi.WsWL	wswl
𥛤	RrBkYdLo.RrYL	rryl
𥛥	WsFkDs.WsFD	wsfd
𥛦	WsFjBk.WsFB	wsfb
𥛧	WsKiZ.WsKZ	wskz
𥛨	WsOiIiIi.WsII	wsii
𥛩	WsTgNbOd.WsNO	wsno
𥛪	WsTgXIIZsZs.WsZZ	wszz
𥛫	WsVYmOF.WsOF	wsof
𥛬	IdABkXsUf.IdXU	idxu
𥛭	WsZNiXs.WsNX	wsnx:wsxz
𥛮	WsPfKi.WsPK	wspk
𥛯	WsXsXIMLd.WsML	wsml
𥛰	WsGdUdKKo.WsKK	wskk
𥛱	BJUPdBk.BJPB	bjpb
𥛲	WsNiUo.WsNU	wsnu
𥛳	WsIhKu.WsIK	wsik
𥛴	AIdNdKiEaO.AIEO	aieo:akeo
𥛵	WsEAEbBi.WsEB	wseb
𥛶	WsUcUaJ.WsUJ	wsuj
𥛷	WsUfRsMb.WsRM	wsrm
𥛸	WsFkWz.WsFW	wsfw
𥛹	WsXmKvMb.WsKM	wskm
𥛺	WsRrEdLcO.WsLO	wslo
𥛻	WsBJUPd.WsUP	wsup
𥛼	WsEKK.WsKK	wskk
𥛽	WsANdHXKi.WsXK	wsxk
𥛾	WsOdOdOdOdK.WsOK	wsok
𥛿	WsYzJdMMSB.WsSB	wssb
𥜀	XmMhWsLc.XmWL	xmwl
𥜁	WsCeUaGd.WsUG	wsug
𥜂	RrBkANlRs.RrNR	rrnr
𥜃	WsLkBUb.WsBU	wsbu
𥜄	ZYzMoBk.ZYMB	zymb
𥜅	WsIhGq.WsIG	wsig
𥜆	FjBkSZsNd.FjZN	fjzn
𥜇	WsSuKWz.WsKW	wskw
𥜈	WsEEaZF.WsZF	wszf
𥜉	WsXmaJUc.WsJU	wsju
𥜊	WsNjPfAZ.WsAZ	wsaz
𥜋	WsOdAJJOdOd.WsOO	wsoo
𥜌	WsNlPfGd.WsPG	wspg
𥜍	WsEKLdZs.WsLZ	wslz
𥜎	WsBOdOdJdJ.WsJJ	wsjj
𥜏	WsKWwRsUo.WsRU	wsru
𥜐	WsWx.WsWx	wswx
𥜑	WsBJXsKi.WsXK	wsxk
𥜒	WsGgKQGdS.WsGS	wsgs
𥜓	WsHMLka.WsML	wsml
𥜔	WsYtYtNi.WsYN	wsyn
𥜕	WsFJFJ.WsFJ	wsfj
𥜖	FJZsMaBk.FJMB	fjmb
𥜗	WsFvGl.WsFG	wsfg
𥜘	SJJJdJBk.SJJB	sjjb
𥜙	VFkPdBk.VFPB	vfpb
𥜚	WsANlWzRs.WsWR	wswr
𥜛	UfBkGo.UfBG	ufbg
𥜜	WsIhKiWz.WsKW	wskw
𥜝	WsBJGo.WsJG	wsjg
𥜞	FjBkNbAZ.FjAZ	fjaz
𥜟	BkTg.BkTg	bktg
𥜠	BkIhKiLka.BkKL	bkkl
𥜡	WsRKoCKB.WsKB	wskb
𥜢	WsTgZZsZZsXmaJ.WsXJ	wsxj
𥜣	BkBmYzBiBiJ.BkBJ	bkbj
𥜤	WsZLoHmHm.WsHH	wshh:wshz
𥜥	WsTiRrKiEaO.WsEO	wseo
𥜨	WsZiCiCiAJUa.WsJU	wsju
𥜪	BkCi.BkCi	bkci
𥜫	WsOdAJJJJdZm.WsJZ	wsjz
𥜮	WsTxXmaJ.WsXJ	wsxj
𥜯	BkIdJdOsKYa.BkKY	bkky
𥜰	WsALdLdTx.WsLT	wslt
𥜱	ZiZiBkRrZLORs.ZiOR	zior
𥜲	WsELd.WsEL	wsel:wsil
𥜳	WsFOsOsFGdMd.WsGM	wsgm
𥜴	WsWdEbOCu.WsOC	wsoc
𥜵	WsLLNiXs.WsNX	wsnx
𥜶	WsUaIiNlYybORs.WsOR	wsor
𥜷	ZsZsZsMBkIRrZLORs.ZsOR	zsor
𥜺	LlWdBkYtYtOdNi.LlON	llon
𥜻	MLdZs.MLZs	mlzs
𥜼	OdUdLdZs.OdLZ	odlz
𥜽	IdLdLdZs.IdLZ	idlz
𥜾	IdAZiOsLdZs.IdLZ	idlz
𥜿	ZdKLdZs.ZdLZ	zdlz
𥝀	MILdYi.MILY	mily
𥝁	ZdJdOsLdZs.ZdLZ	zdlz
𥝂	KLdZsGgYyb.KLGY	klgy
𥝃	YzNdKLdZs.YzLZ	yzlz
𥝄	ZiI𠃎JdOsLdZs.ZiLZ	zilz
𥝅	NbJdOsLdZs.NbLZ	nblz
𥝇	NbKLdZs.NbLZ	nblz
𥝈	NbNjOsLdZs.NbLZ	nblz
𥝉	KLdZsKLdZs.KLLZ	kllz
𥝊	NbOsMILd.NbIL	nbil
𥝋	NbNbNjOsLdZs.NbLZ	nblz
𥝍	MfA.MfA	mfa
𥝎	MfYda.MfYd	mfyd
𥝏	MfZ.MfZ	mfz
𥝐	MfXs.MfXs	mfxs
𥝑	MfAZ.MfAZ	mfaz
𥝒	MfId.MfId	mfid
𥝓	MfRr.MfRr	mfrr
𥝔	MfYa.MfYa	mfya
𥝕	MfSh.MfSh	mfsh
𥝖	MfMaYda.MfMY	mfmy
𥝗	MfYya.MfYy	mfyy
𥝘	MfRs.MfRs	mfrs
𥝙	MfYz.MfYz	mfyz
𥝚	MfGd.MfGd	mfgd
𥝛	MfGd.MfGd	mfgd
𥝜	MfBdZ.MfBZ	mfbz
𥝝	MfAEd.MfAE	mfae
𥝞	MfPd.MfPd	mfpd
𥝟	MfB.MfB	mfb
𥝠	MfMZs.MfMZ	mfmz
𥝡	MfYEd.MfYE	mfye
𥝢	MfRyM.MfRM	mfrm
𥝣	MfGi.MfGi	mfgi
𥝤	MfRyOd.MfRO	mfro
𥝥	MfYMS.MfMS	mfms
𥝦	MfXEd.MfXE	mfxe
𥝧	MfYia.MfYi	mfyi
𥝨	MfOdTd.MfOT	mfot
𥝩	PvMf.PvMf	pvmf
𥝪	MfHRd.MfHR	mfhr
𥝫	MfMb.MfMb	mfmb
𥝬	MfMy.MfMy	mfmy
𥝭	MfXGd.MfXG	mfxg
𥝮	MfAZZs.MfZZ	mfzz
𥝯	MfAE.MfAE	mfae
𥝰	MfF.MfF	mff
𥝱	MfXsXI.MfXI	mfxi
𥝲	MfZsRd.MfZR	mfzr
𥝳	MfQS.MfQS	mfqs
𥝴	MfWwRd.MfWR	mfwr
𥝵	MfOdNd.MfON	mfon
𥝶	MfOZs.MfOZ	mfoz
𥝷	MfBdNd.MfBN	mfbn
𥝸	MfKv.MfKv	mfkv
𥝹	MfPd.MfPd	mfpd
𥝺	MfOdEd.MfOE	mfoe
𥝻	MfQx.MfQx	mfqx
𥝼	MfYzI.MfYI	mfyi
𥝽	MfAIZ.MfIZ	mfiz
𥝾	MfGgMHd.MfMH	mfmh
𥝿	MfYmJ.MfYJ	mfyj
𥞀	MfMaYi.MfMY	mfmy
𥞁	MfKic.MfKi	mfki
𥞂	MfNDs.MfND	mfnd
𥞃	MfZiZi.MfZZ	mfzz
𥞄	MfNx.MfNx	mfnx
𥞅	MfIiRr.MfIR	mfir
𥞆	MfBk.MfBk	mfbk
𥞇	MfQyLl.MfQL	mfql
𥞈	MfEb.MfEb	mfeb
𥞉	MfMUdAi.MfUA	mfua
𥞊	MfBdKo.MfBK	mfbk
𥞋	MfBZs.MfBZ	mfbz
𥞌	MfEb.MfEb	mfeb
𥞍	MfAiJ.MfAJ	mfaj
𥞎	MfGdLi.MfGL	mfgl
𥞏	MfJRd.MfJR	mfjr
𥞐	MfY.MfY	mfy:mfix
𥞑	MfSLi.MfSL	mfsl
𥞒	MfWdRr.MfWR	mfwr
𥞓	MfXmBd.MfXB	mfxb
𥞔	MfYybHd.MfYH	mfyh
𥞖	MfLd.MfLd	mfld
𥞗	MfGdLd.MfGL	mfgl
𥞘	MfGdIdYa.MfIY	mfiy
𥞙	MfZOdNd.MfON	mfon:mfzn
𥞚	MfZmJ.MfZJ	mfzj
𥞛	MfQdF.MfQF	mfqf
𥞜	MfRsMb.MfRM	mfrm
𥞝	MfOsZiRd.MfZR	mfzr
𥞞	MfSK.MfSK	mfsk
𥞠	MfBmRr.MfBR	mfbr
𥞡	MfJLi.MfJL	mfjl
𥞢	MfRsMb.MfRM	mfrm
𥞣	BiJMf.BiJM	bijm
𥞤	BWwAMf.BWAM	bwam
𥞥	ARsKdMf.ARKM	arkm
𥞦	MfBdUo.MfBU	mfbu
𥞧	MfOi.MfOi	mfoi
𥞨	MfSZOd.MfZO	mfzo
𥞩	MfUaE.MfUE	mfue
𥞪	MfUf.MfUf	mfuf
𥞫	MfUf.MfUf	mfuf
𥞬	MfWdZm.MfWZ	mfwz
𥞭	MfXmBi.MfXB	mfxb
𥞮	MfYdYdYd.MfYY	mfyy
𥞰	MfXbBd.MfXB	mfxb
𥞱	BiYMf.BiYM	biym
𥞲	MfJYmKd.MfYK	mfyk
𥞳	MfEdWwYa.MfWY	mfwy
𥞴	MfMbJ.MfMJ	mfmj
𥞵	MfGdOdOd.MfOO	mfoo
𥞶	MfGiJ.MfGJ	mfgj
𥞷	MfKiRd.MfKR	mfkr
𥞸	MfRhJ.MfRJ	mfrj
𥞹	VYmOMf.VYOM	vyom
𥞺	MfJi.MfJi	mfji
𥞻	MfKvLd.MfKL	mfkl
𥞼	MfRsQ.MfRQ	mfrq
𥞽	MfSe.MfSe	mfse
𥞾	MfXbKv.MfXK	mfxk
𥞿	MfKdSLi.MfSL	mfsl
𥟀	MfCiRs.MfCR	mfcr
𥟁	MfFd.MfFd	mffd
𥟂	MfBdKv.MfBK	mfbk
𥟃	Id②JMf.IdJM	idjm
𥟄	MfKiYM.MfYM	mfym
𥟅	MfNb.MfNb	mfnb
𥟆	MfSUdYa.MfUY	mfuy
𥟇	MfDVS.MfVS	mfvs
𥟈	MfFJ.MfFJ	mffj
𥟉	MfMfQd.MfMQ	mfmq
𥟊	MfBiX J.MfXJ	mfxj
𥟋	MfSZsE.MfZE	mfze
𥟌	MfEQda.MfEQ	mfeq
𥟍	MfKc.MfKc	mfkc
𥟎	MfUbYm.MfUY	mfuy
𥟏	MfGdAiJ.MfAJ	mfaj
𥟐	MfWd.MfWd	mfwd
𥟑	MfKiMEd.MfME	mfme
𥟒	MfXsXsXsXs.MfXX	mfxx
𥟓	MfWdY.MfWY	mfwi:mfwy
𥟔	MfKZGd.MfZG	mfzg
𥟕	MfERo.MfER	mfer
𥟖	MfRyMOdKo.MfOK	mfok
𥟗	MfKiaANd.MfAN	mfan
𥟘	MfKRyOd.MfRO	mfro
𥟙	KXPdMf.KXPM	kxpm
𥟚	MfWzMB.MfMB	mfmb
𥟛	MfZiOsGdXs.MfGX	mfgx
𥟜	ZdRsKdMf.ZdKM	zdkm
𥟝	MfPvBdNd.MfBN	mfbn
𥟞	MfPvXANd.MfAN	mfan
𥟟	KAPdMf.KAPM	kapm
𥟠	MfRrRrK.MfRK	mfrk
𥟡	MfWdBk.MfWB	mfwb
𥟢	MfUoUo.MfUU	mfuu
𥟣	MfSuZm.MfSZ	mfsz
𥟤	MfXbKv.MfXK	mfxk
𥟥	MfHmHm.MfHH	mfhh
𥟦	MfKdOdU.MfOU	mfou
𥟧	MfIdAKoXs.MfKX	mfkx
𥟩	MfPvF.MfPF	mfpf
𥟪	MfEMh.MfEM	mfem
𥟫	IdJdRsMf.IdRM	idrm
𥟬	MfKoLd.MfKL	mfkl
𥟭	MfLcO.MfLO	mflo
𥟮	MfZJQ.MfJQ	mfjq:mfzq
𥟯	MfBMZB.MfZB	mfmz:mfzb
𥟰	MfMBOdOd.MfOO	mfoo
𥟱	MfMfXb.MfMX	mfmx
𥟲	OiFSMf.OiSM	oism
𥟳	MfPvADs.MfAD	mfad
𥟴	MfRhK.MfRK	mfrk
𥟵	MfQySK.MfSK	mfsk
𥟶	MfWdRsYyb.MfRY	mfry
𥟷	MfXEdXEd.MfXE	mfxe
𥟸	ZdLdAKdMf.ZdKM	zdkm
𥟹	MfQdAJOs.MfJO	mfjo
𥟺	MfQdGl.MfQG	mfqg
𥟻	MfRsRsKd.MfRK	mfrk
𥟼	MfEGi.MfEG	mfeg
𥟽	MfXmHb.MfXH	mfxh
𥟾	MfEEdJ.MfEJ	mfej
𥟿	RsRsMfZm.RsMZ	rsmz
𥠀	MfKMc.MfKM	mfkm
𥠁	MfLj.MfLj	mflj
𥠂	MfUdGq.MfUG	mfug
𥠃	MfZZmZZmLl.MfZL	mfzl
𥠄	MfLlGl.MfLG	mflg
𥠅	MfRLdG.MfLG	mflg
𥠆	MfHmAJ.MfAJ	mfaj
𥠈	MfNkRrY.MfRY	mfry
𥠉	MfLoKd.MfLK	mflk
𥠊	MfXsXIMF.MfMF	mfmf
𥠋	MfJCe.MfJC	mfjc
𥠌	OdFjYdaMf.OdYM	odym
𥠍	MfGiMc.MfGM	mfgm
𥠎	MfKiRdZs.MfRZ	mfrz
𥠏	MfEHm.MfEH	mfeh
𥠐	MfMUdKEd.MfKE	mfke
𥠑	MfWdRsJ.MfRJ	mfrj
𥠒	MfSUdWwLi.MfWL	mfwl
𥠓	MfEaZF.MfZF	mfzf
𥠔	MfCo.MfCo	mfco
𥠕	MfOdAQKd.MfQK	mfqk
𥠖	MfRyMOdU.MfOU	mfou
𥠘	MfNkKv.MfNK	mfnk
𥠙	MfELc.MfEL	mfel
𥠚	MfELdGd.MfLG	mflg
𥠛	MfALdOdMo.MfOM	mfom
𥠜	MfKARyOd.MfRO	mfro
𥠝	MfKMa.MfKM	mfkm
𥠟	NkCMf.NkCM	nkcm
𥠠	OKKdYdaMf.OKYM	okym
𥠡	MfRyMMSWz.MfSW	mfsw
𥠢	MfRsQdC.MfQC	mfqc
𥠣	MfSJWwAi.MfWA	mfwa
𥠥	MfSyMaYi.MfMY	mfmy
𥠦	MfUcGd.MfUG	mfug
𥠧	MfXmUc.MfXU	mfxu
𥠨	MfZmRsRs.MfRR	mfrr
𥠩	MfZsGdU.MfGU	mfgu
𥠪	XsXIMMoMf.XsMM	xsmm
𥠫	MfYdaBiYAJ.MfAJ	mfaj
𥠬	MfCoAGd.MfAG	mfag
𥠭	MeKBMf.MeBM	mebm
𥠮	MfEdLd.MfEL	mfel
𥠯	MfEIdJ.MfIJ	mfij
𥠰	MfKiYMS.MfMS	mfms
𥠱	MfPdIh.MfPI	mfpi
𥠲	MfFjF.MfFF	mfff
𥠳	MfLw.MfLw	mflw
𥠴	MfOsZiRr.MfZR	mfzr
𥠵	MfFbDs.MfFD	mffd
𥠶	MfHKc.MfHK	mfhk
𥠷	MfRhYmKi.MfYK	mfyk
𥠸	MfEZOdNd.MfON	mfon:mfzn
𥠹	MfRsMbF.MfMF	mfmf
𥠺	MfJdOdLka.MfOL	mfol
𥠼	CoMfMf.CoMM	comm
𥠽	MfHbMo.MfHM	mfhm
𥠾	MfEbLdB.MfLB	mflb
𥠿	MfNIRsQ.MfRQ	mfrq
𥡀	YzNdMfMf.YzMM	yzmm
𥡁	MfWzMOdKo.MfOK	mfok
𥡂	MfNj.MfNj	mfnj
𥡃	MfEShNd.MfSN	mfsn
𥡄	MfRJKZ.MfKZ	mfkz
𥡅	MfNkGdEd.MfGE	mfge
𥡆	MfNkGdPd.MfGP	mfgp
𥡇	MfWmYtYt.MfYY	mfyy
𥡈	MfWMY.MfMY	mfmy:mfwn
𥡉	MfZmUdJRd.MfJR	mfjr
𥡊	MfNkGdZs.MfGZ	mfgz
𥡋	MfNlGdZs.MfGZ	mfgz
𥡌	MfRJKZ.MfKZ	mfkz
𥡍	MfEShZd.MfSZ	mfsz
𥡏	MfKiL.MfKL	mfkl
𥡐	MfNlSy.MfNS	mfns
𥡑	MfRsQdFA.MfFA	mffa
𥡒	MfSoCe.MfSC	mfsc
𥡓	MfUfRyOd.MfRO	mfro
𥡔	MfWzMWdRr.MfWR	mfwr
𥡕	MfXdOd.MfXO	mfxo
𥡗	MfCu.MfCu	mfcu
𥡘	MfEbMLd.MfML	mfml
𥡙	PvZZsGdMf.PvGM	pvgm
𥡚	MfUfRyZs.MfRZ	mfrz
𥡛	BWwAQxMf.BWQM	bwqm
𥡜	MfKiZ.MfKZ	mfkz
𥡝	MfXbMfXb.MfMX	mfmx
𥡟	MfCoNb.MfCN	mfcn
𥡠	MfGdOsOsOsOs.MfOO	mfoo
𥡡	EKGdMf.EKGM	ekgm
𥡢	MfSVZEd.MfZE	mfze
𥡣	MfEaJCi.MfJC	mfjc
𥡤	MfFdUo.MfFU	mffu
𥡦	MfSULd.MfUL	mful
𥡧	MfIhLc.MfIL	mfil
𥡨	MfFbSy.MfFS	mffs
𥡩	MfBRdBQyS.MfQS	mfbq:mfqs
𥡪	MfYtYtSu.MfYS	mfys
𥡫	MfWoHb.MfWH	mfwh
𥡬	MfOiOdOdIi.MfOI	mfoi
𥡭	MeEBMfZm.MeMZ	memz
𥡮	BWwAMfYmJ.BWYJ	bwyj
𥡯	CiLoMf.CiLM	cilm
𥡰	XsJdUfMf.XsUM	xsum
𥡱	MfFdUo.MfFU	mffu
𥡲	MfTgXbLd.MfXL	mfxl
𥡳	MfGrIdAK.MfAK	mfak
𥡴	MfGrIdAK.MfAK	mfak
𥡵	MfFkDs.MfFD	mffd
𥡶	MfLlWdBk.MfWB	mfwb
𥡷	Mf④XbWz.MfXW	mfxw
𥡸	MfEKGd.MfKG	mfkg
𥡹	MfEaLiOdaOda.MfOO	mfoo
𥡺	MfMaLdLd.MfLL	mfll
𥡻	NkKoPdMf.NkPM	nkpm
𥡽	MfRZLRs.MfLR	mflr:mfzr
𥡾	MfRLdOdQdBi.MfQB	mfqb
𥡿	MfRLdTdEd.MfTE	mfte
𥢀	MfUfRyJ.MfRJ	mfrj
𥢁	MfYMUdGq.MfUG	mfug
𥢂	MfTgFF.MfFF	mfff
𥢃	MfWdXLkaAi.MfLA	mfla
𥢄	MfMJdXsORs.MfOR	mfor
𥢅	MfZsIdLo.MfIL	mfil
𥢆	MfZsIdLo.MfIL	mfil
𥢇	MfEFJ.MfFJ	mffj
𥢈	MfGLcHm.MfLH	mflh
𥢉	BWwMfFLd.BWFL	bwfl
𥢊	MfEdELo.MfEL	mfel
𥢋	MfANdHXKi.MfXK	mfxk
𥢌	MfPfKi.MfPK	mfpk
𥢍	MfEdJSe.MfJS	mfjs
𥢎	MfOFdDs.MfFD	mffd
𥢏	MfFjKEd.MfKE	mfke
𥢐	MfNlVEd.MfVE	mfve
𥢑	MfGrRsOdJ.MfOJ	mfoj
𥢒	MfUoUoWwYm.MfWY	mfwy
𥢓	MfRsQi.MfRQ	mfrq
𥢔	MfGrIdKEd.MfKE	mfke
𥢕	MfFjUf.MfFU	mffu
𥢖	MfJdFMf.MfFM	mffm
𥢗	MfBJUJ.MfUJ	mfuj
𥢘	MfXmIUdOBdZs.MfBZ	mfbz
𥢙	BMfGo.BMGo	bmgo
𥢚	MfFvBdZs.MfBZ	mfbz
𥢛	MfXbBiJDs.MfJD	mfjd
𥢜	MfMBDs.MfBD	mfbd
𥢝	FjMfPdRh.FjPR	fjpr
𥢞	ELGdMf.ELGM	elgm
𥢟	MfEdJEMe.MfEM	mfem
𥢠	MfGlGl.MfGG	mfgg
𥢡	MfBdOdOdOdOdOd.MfOO	mfog:mfoo
𥢢	MfJIALo.MfAL	mfal
𥢣	MfNkAKoPd.MfKP	mfkp
𥢥	MfUdLkK.MfLK	mflk
𥢦	MfRsKiUo.MfKU	mfku
𥢧	MfSuKHm.MfKH	mfhk:mfkh
𥢨	MfXmYaYaYa.MfYY	mfyy
𥢩	MfXbXbOdU.MfOU	mfou
𥢪	MfPdIYdZ.MfYZ	mfyz
𥢫	MfWdCiJKd.MfJK	mfjk
𥢬	MfPvYUo.MfYU	mfyu
𥢭	MfKvLdMo.MfLM	mflm
𥢮	BXsXsMfMf.BXMM	bxmm
𥢯	MfRsGdSUo.MfSU	mfsu
𥢰	MfMeOdOdOdOdA.MfOA	mfoa:mfoo
𥢱	MfHmYLka.MfYL	mfyl
𥢲	MfMfHmY.MfHY	mfhy
𥢳	MfVBm.MfVB	mfvb
𥢴	MfFvOdW.MfOW	mfow
𥢵	ShJQMfQda.ShMQ	shmq
𥢶	MfOdALkK.MfLK	mflk
𥢷	MfKoWwJKi.MfJK	mfjk
𥢸	MfEKRy.MfKR	mfkr
𥢹	MfNkSyMo.MfSM	mfsm
𥢺	MfMfSJdJ.MfJJ	mfjj
𥢻	MfFFBk.MfFB	mffb
𥢼	MfFLdLo.MfLL	mfll
𥢽	MfIdRsXsUf.MfXU	mfxu
𥢾	MfMeKBUo.MfBU	mfbu
𥢿	MfAJSJWwAi.MfWA	mfwa
𥣁	MfPvWwWzRs.MfWR	mfwr
𥣂	OdAJJOdOdMf.OdOM	odom
𥣃	OdFjQQAMf.OdAM	odam
𥣄	MfNjPfAZ.MfAZ	mfaz
𥣅	MfNbZd.MfNZ	mfnz
𥣆	MfBdOdBdOdMf.MfOM	mfom
𥣇	MfAJKiUo.MfKU	mfku
𥣈	MfKu.MfKu	mfku
𥣉	MfKMcLdOd.MfLO	mflo
